Core Code,Site Name,Item Description,Latitude,Latitude Hemisphere,Longitude,Longitude Hemisphere,physical_coordinates,Geometry WKT,Country,Region,Altitude,Water Depth,Collection Year,Collection Date,Project,Core Type,Format,Recovery Length,Storage Location,Delivered To,Chief Scientist,Cruise Name,Cruise Leader,Core Provider,Owner,Age Uncalibrated,Age Uncalibrated SD,Basal Age,Basal Age Calibrated,Oldest Sample Age,Publication,Cruise Report,Notes,Comments,
sample_alias,locality,description,decimalLatitude,LatitudeHemisphere,decimalLongitude,LongitudeHemisphere,physical_coordinates,footprintWKT,geo_loc_name,higherGeography,elev,depth,year,collection_date,project_name,samplingProtocol,preparationType,core_length,storage_location,custodian,collected_by,eventID,recordedBy,institutionCode,ownerInstitutionCode,age,ageUncertainty,basal_age_14C_BP,basal_age_cal_BP,oldest_sample_age_cal_BP,bibliographicCitation,associatedReferences,occurrenceRemarks,eventRemarks,source
F2873,North of Faeroe–Shetland Channel,LINK 16 #2,62.60016667,N,-3.516,W,01.04.09.02,POINT(-3.516 62.60016667),,,,773,2000,dd.08.2000,,Trigger Core,Dtube,Not available,,,,Not available,Not available,,IG,,,,,,https://doi.org/10.1016/S0012-821X(03)00675-7; https://doi.org/10.1016/j.quascirev.2006.12.005; https://dx.doi.org/10.1038/ncomms3849; https://dx.doi.org/10.1016/j.quageo.2012.07.006; https://dx.doi.org/10.1002/2016GC006325; https://doi.org/10.1016/j.palaeo.2014.05.004; https://dx.doi.org/10.1144/SP398.3; https://doi.org/10.1016/S0025-3227(03)00219-6,,,"RV Dana by GEUS, Geological Survey of Denmark and Greenland. Information from published paper and Rasmussen, Tine",Floyalager
F2874,North of Faeroe–Shetland Channel,LINK 16 #4,62.60016667,N,-3.516,W,01.04.09.01,POINT(-3.516 62.60016667),,,,773,2000,dd.08.2000,,Trigger Core,Dtube,Not available,,,,Not available,Not available,,IG,,,,,,https://doi.org/10.1016/S0012-821X(03)00675-7; https://doi.org/10.1016/j.quascirev.2006.12.005; https://dx.doi.org/10.1038/ncomms3849; https://dx.doi.org/10.1016/j.quageo.2012.07.006; https://dx.doi.org/10.1002/2016GC006325; https://doi.org/10.1016/j.palaeo.2014.05.004; https://dx.doi.org/10.1144/SP398.3; https://doi.org/10.1016/S0025-3227(03)00219-6,,,"RV Dana by GEUS, Geological Survey of Denmark and Greenland. Information from published paper and Rasmussen, Tine",Floyalager
F2875,North of Faeroe–Shetland Channel,LINK 16 #6,62.60016667,N,-3.516,W,01.04.09.02,POINT(-3.516 62.60016667),,,,773,2000,dd.08.2000,,Trigger Core,Dtube,Not available,,,,Not available,Not available,,IG,,,,,,https://doi.org/10.1016/S0012-821X(03)00675-7; https://doi.org/10.1016/j.quascirev.2006.12.005; https://dx.doi.org/10.1038/ncomms3849; https://dx.doi.org/10.1016/j.quageo.2012.07.006; https://dx.doi.org/10.1002/2016GC006325; https://doi.org/10.1016/j.palaeo.2014.05.004; https://dx.doi.org/10.1144/SP398.3; https://doi.org/10.1016/S0025-3227(03)00219-6,,,"RV Dana by GEUS, Geological Survey of Denmark and Greenland. Information from published paper and Rasmussen, Tine",Floyalager
F2876,North of Faeroe–Shetland Channel,LINK 16 #3,62.60016667,N,-3.516,W,01.04.10.08,POINT(-3.516 62.60016667),,,,773,2000,dd.08.2000,,Trigger Core,Dtube,Not available,,,,Not available,Not available,,IG,,,,,,https://doi.org/10.1016/S0012-821X(03)00675-7; https://doi.org/10.1016/j.quascirev.2006.12.005; https://dx.doi.org/10.1038/ncomms3849; https://dx.doi.org/10.1016/j.quageo.2012.07.006; https://dx.doi.org/10.1002/2016GC006325; https://doi.org/10.1016/j.palaeo.2014.05.004; https://dx.doi.org/10.1144/SP398.3; https://doi.org/10.1016/S0025-3227(03)00219-6,,,"RV Dana by GEUS, Geological Survey of Denmark and Greenland. Information from published paper and Rasmussen, Tine",Floyalager
F2878,Eastern Faeroes shelf,LINK 14 #2,61.71716667,N,-5.822666667,W,01.04.10.07,POINT(-5.822666667 61.71716667),,,,,2000,dd.08.2000,,Piston Core,Dtube,Not available,,,,Not available,Not available,,IG,,,,,,https://doi.org/10.1016/S0012-821X(03)00675-7; https://doi.org/10.1016/j.quascirev.2006.12.005; https://doi.org/10.1177/0959683610371996; https://dx.doi.org/10.1002/jqs.1496,,,"RV Dana by GEUS, Geological Survey of Denmark and Greenland. Information from published paper and Rasmussen, Tine",Floyalager
F2879,Eastern Faeroes shelf,LINK 14 #3,61.71716667,N,-5.822666667,W,01.04.09.01,POINT(-5.822666667 61.71716667),,,,,2000,dd.08.2000,,Piston Core,Dtube,Not available,,,,Not available,Not available,,IG,,,,,,https://doi.org/10.1016/S0012-821X(03)00675-7; https://doi.org/10.1016/j.quascirev.2006.12.005; https://doi.org/10.1177/0959683610371996; https://dx.doi.org/10.1002/jqs.1496,,,"RV Dana by GEUS, Geological Survey of Denmark and Greenland. Information from published paper and Rasmussen, Tine",Floyalager
F2880,Eastern Faeroes shelf,LINK 14 #5,61.71716667,N,-5.822666667,W,01.04.10.06,POINT(-5.822666667 61.71716667),,,,,2000,dd.08.2000,,Piston Core,Dtube,Not available,,,,Not available,Not available,,IG,,,,,,https://doi.org/10.1016/S0012-821X(03)00675-7; https://doi.org/10.1016/j.quascirev.2006.12.005; https://doi.org/10.1177/0959683610371996; https://dx.doi.org/10.1002/jqs.1496,,,"RV Dana by GEUS, Geological Survey of Denmark and Greenland. Information from published paper and Rasmussen, Tine",Floyalager
F2881,North of Faeroe–Shetland Channel,LINK 16 #5,62.60016667,N,-3.516,W,01.04.10.08,POINT(-3.516 62.60016667),,,,773,2000,dd.08.2000,,Trigger Core,Dtube,Not available,,,,Not available,Not available,,IG,,,,,,https://doi.org/10.1016/S0012-821X(03)00675-7; https://doi.org/10.1016/j.quascirev.2006.12.005; https://dx.doi.org/10.1038/ncomms3849; https://dx.doi.org/10.1016/j.quageo.2012.07.006; https://dx.doi.org/10.1002/2016GC006325; https://doi.org/10.1016/j.palaeo.2014.05.004; https://dx.doi.org/10.1144/SP398.3; https://doi.org/10.1016/S0025-3227(03)00219-6,,,"RV Dana by GEUS, Geological Survey of Denmark and Greenland. Information from published paper and Rasmussen, Tine",Floyalager
K2205,Bridge of Walls,Sh03-01A 170-270 Bondevik,60.2463,N,-1.532683333,W,01.02.06.06,POINT(-1.532683333 60.2463),,,,,2002,,,Core,Dtube,,,,,,,,IG,,,,,,https://doi.org/10.1016/j.quascirev.2004.10.018,,,,Floyalager
K2206,Bridge of Walls,Sh03-01A 170-270 Bondevik,60.2463,N,-1.532683333,W,01.02.06.07,POINT(-1.532683333 60.2463),,,,,2002,,,Core,Dtube,,,,,,,,IG,,,,,,https://doi.org/10.1016/j.quascirev.2004.10.018,,,,Floyalager
F3111,Bridge of Walls,Sh03-01B 270-334,60.2463,N,-1.532683333,W,01.01.06.03 together F3110,POINT(-1.532683333 60.2463),,,,,2002,,,Core,Dtube,,,,,,,,IG,,,,,,https://doi.org/10.1016/j.quascirev.2004.10.018,,,,Floyalager
K414,Outer Mikis Fjord,JM96-1211/1-GC 94-234cm,68.1,N,-31.41666667,W,01.LG02.10.05,POINT(-31.41666667 68.1),,,,248,1996,25.09.1996,,Gravity Core,Long Core,240,,,,JM960919,"Hald, Morten",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1996\JM960919,,,Floyalager
K424,Trænadjupet slide,JM96-48/1,67.23833333,N,8.299,E,01.LG01.06.04,POINT(8.299 67.23833333),,,,883,1996,13.07.1996,ENAM-II,Gravity Core,Unopened,140,,,,JM960709,"Laberg, Jan Sverre; Vorren, Tore",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1996\JM960709,,,Floyalager
K1477,Trænadjupet slide,"JM96-42/1, Del1",67.45,N,8.766666667,E,01.LG02.08.05,POINT(8.766666667 67.45),,,,1068,1996,10.07.1996,ENAM-II,Gravity Core,Long Core,133,,,,JM960709,"Laberg, Jan Sverre; Vorren, Tore",,IG,,,,,,https://doi.org/10.1016/S0025-3227(02)00274-8,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1996\JM960709,,,Floyalager
K1479,Trænadjupet slide,JM96-47/1 0-127,67.33333333,N,8.509,E,01.LG02.07.05,POINT(8.509 67.33333333),,,,945,1996,13.07.1996,ENAM-II,Gravity Core,Long Core,127,,,,JM960709,"Laberg, Jan Sverre; Vorren, Tore",,IG,,,,,,https://doi.org/10.1016/S0025-3227(02)00274-8,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1996\JM960709,,,Floyalager
K1481,Trænadjupet slide,"JM96-42/1, 0-130",67.45,N,8.766666667,E,01.LG02.03.02,POINT(8.766666667 67.45),,,,1068,1996,10.07.1996,ENAM-II,Gravity Core,Long Core,133,,,,JM960709,"Laberg, Jan Sverre; Vorren, Tore",,IG,,,,,,https://doi.org/10.1016/S0025-3227(02)00274-8,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1996\JM960709,,,Floyalager
K1482,Trænadjupet slide,JM96-53/1 100-243 work,67.93166667,N,9.226666667,E,01.LG02.09.05,POINT(9.226666667 67.93166667),,,,1755,1996,14.07.1996,ENAM-II,Gravity Core,Long Core,243,,,,JM960709,"Laberg, Jan Sverre; Vorren, Tore",,IG,,,,,,https://doi.org/10.1016/S0025-3227(02)00274-8,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1996\JM960709,,,Floyalager
K1492,Trænadjupet slide,"JM96-45/1, Del2 100-200",67.86666667,N,9.733333333,E,01.LG03.03.03,POINT(9.733333333 67.86666667),,,,945,1996,12.07.1996,ENAM-II,Gravity Core,Long Core,270,,,,JM960709,"Laberg, Jan Sverre; Vorren, Tore",,IG,,,,,,https://doi.org/10.1016/S0025-3227(02)00274-8,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1996\JM960709,,,Floyalager
K1495,Trænadjupet slide,JM96-53/1 100-243 archive,67.93166667,N,9.226666667,E,01.LG02.05.02,POINT(9.226666667 67.93166667),,,,1755,1996,14.07.1996,ENAM-II,Gravity Core,Long Core,243,,,,JM960709,"Laberg, Jan Sverre; Vorren, Tore",,IG,,,,,,https://doi.org/10.1016/S0025-3227(02)00274-8,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1996\JM960709,,,Floyalager
K1496,Trænadjupet slide,"JM96-45/1, Del2 100-268",67.86666667,N,9.733333333,E,01.LG02.06.01,POINT(9.733333333 67.86666667),,,,945,1996,12.07.1996,ENAM-II,Gravity Core,Long Core,270,,,,JM960709,"Laberg, Jan Sverre; Vorren, Tore",,IG,,,,,,https://doi.org/10.1016/S0025-3227(02)00274-8,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1996\JM960709,,,Floyalager
K1657,Trænadjupet slide,JM96-54/1 0-146,67.87666667,N,9.096666667,E,01.LG01.09.05,POINT(9.096666667 67.87666667),,,,1846,1996,14.07.1996,ENAM-II,Gravity Core,Long Core,177,,,,JM960709,"Laberg, Jan Sverre; Vorren, Tore",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1996\JM960709,,,Floyalager
K1662,Trænadjupet slide,JM96-54/1 0-146A,67.87666667,N,9.096666667,E,01.LG01.10.01,POINT(9.096666667 67.87666667),,,,1846,1996,14.07.1996,ENAM-II,Gravity Core,Long Core,177,,,,JM960709,"Laberg, Jan Sverre; Vorren, Tore",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1996\JM960709,,,Floyalager
K635,W 32 Trænadjupet Slide,"JM97-949/1, Del4",68.22416667,N,10.335,E,01.LG01.11.02,POINT(10.335 68.22416667),,,,993,1997,08.10.1997,ENAM-II,Gravity Core,Unopened,420,,,,JM971001,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1997\JM971001,,,Floyalager
K1225,East Greenland Margin,MD992302 VI A H750,71.189,N,-18.5125,W,01.LG02.05.05,POINT(-18.5125 71.189),,,,1584,1999,26.08.1999,IMAGES V,Gravity Core,Long Core,693,,,,MD99-114-leg4,"Labeyrie, Lauren",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\MD9922,,,Floyalager
F1238,"Southern voring plateau, upper slope",MD992291 I W B150,64.93866667,N,5.592,E,01.LG03.08.06,POINT(5.592 64.93866667),,,,577,1999,12.08.1999,IMAGES V,Calypso Core,Long Core,2587,,,,MD99-114-leg3,"Turon, Jean-Louis",,IG,,,,,,https://doi.org/10.1007/s10346-007-0086-z; https://dx.doi.org/10.1038/s41467-018-03043-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\1999\MD9922,,,Floyalager
K1203,NE Nyk Slide,"JM00-547/1, Del3 A",67.253,N,7.614666667,E,01.LG01.09.06,POINT(7.614666667 67.253),,,,1445,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,317,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1204,NE Nyk Slide,"JM00-547/1, Del2 B",67.253,N,7.614666667,E,01.LG01.09.05,POINT(7.614666667 67.253),,,,1445,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,317,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1205,NE Nyk Slide,"JM00-547/1, Del1 A",67.253,N,7.614666667,E,01.LG01.09.03,POINT(7.614666667 67.253),,,,1445,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,317,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1206,NE Nyk Slide,"JM00-547/1, Del2 A",67.253,N,7.614666667,E,01.LG01.09.04,POINT(7.614666667 67.253),,,,1445,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,317,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1207,NE Nyk Slide,"JM00-547/1, Del1 B",67.253,N,7.614666667,E,01.LG01.10.01,POINT(7.614666667 67.253),,,,1445,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,317,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1208,NE Nyk Slide,"JM00-547/1, Del3 B",67.253,N,7.614666667,E,01.LG01.10.03,POINT(7.614666667 67.253),,,,1445,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,317,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1209,Trænadjupet Slide,"JM00-545/1, Del1 A",67.41533333,N,8.5565,E,01.LG01.10.06,POINT(8.5565 67.41533333),,,,1192,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,190,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1210,Trænadjupet Slide,"JM00-545/1, Del2 A",67.41533333,N,8.5565,E,01.LG01.10.04,POINT(8.5565 67.41533333),,,,1192,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,190,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1211,Trænadjupet Slide,"JM00-544/1, Del1 A",67.57083333,N,8.528166667,E,01.LG01.10.02,POINT(8.528166667 67.57083333),,,,1662,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,30,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1212,Trænadjupet Slide,"JM00-544/1, Del1",67.57083333,N,8.528166667,E,01.LG01.10.06,POINT(8.528166667 67.57083333),,,,1662,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,30,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1213,Trænadjupet Slide,"JM00-545/1, Del1 B",67.41533333,N,8.5565,E,01.LG01.10.05,POINT(8.5565 67.41533333),,,,1192,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,190,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1214,Trænadjupet Slide,"JM00-545/1, Del2 B",67.41533333,N,8.5565,E,01.LG01.10.04,POINT(8.5565 67.41533333),,,,1192,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,190,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
K1215,Trænadjupet Slide,"JM00-543/1, Del1 B",67.52066667,N,8.643166667,E,01.LG01.10.05,POINT(8.643166667 67.52066667),,,,1384,2000,05.07.2000,"STRATAGEM, ECOMOUND, COSTA",Gravity Core,Long Core,103,,,,JM000703,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1007/s00367-002-0092-z,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2000\JM000703,,,Floyalager
F447,Vestfjorden,JM01-604 DEL IV,67.19716667,N,12.43966667,E,01.LG02.02.03,POINT(12.43966667 67.19716667),,,,324,2001,,"STRATAGEM, ECOMOUND, NORPAST, NOCLIM",Gravity Core,Long Core,436,,,,JM010602,"Laberg, Jan Sverre",,IG,,,,,,https://doi.org/10.1016/j.yqres.2007.01.014,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2001\JM010602,,,Floyalager
F586,Vestfjorden/lofotenområdet,JM03-502 1-2.4 A,67.4765,N,13.64483333,E,01.LG01.10.02,POINT(13.64483333 67.4765),,,,?,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Long Core,230,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
F760,Vestfjorden/lofotenområdet,JM03 502 1-2.4 work,67.4765,N,13.64483333,E,01.LG03.08.05,POINT(13.64483333 67.4765),,,,?,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Long Core,230,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
K1801,Vestfjorden/lofotenområdet,JM03-500-GC 2-3.36,67.63533333,N,14.10816667,E,01.LG03.06.04,POINT(14.10816667 67.63533333),,,,420,2003,31.05.2003,"SPONCOM, NORDPAST-2, EUROSTRATAFORM",Gravity Core,Long Core,330,,,,JM030529,"Mikalsen, Gaute",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2003\JM030529,,,Floyalager
F1330,North Faroe(old ENAM20),JM11-FI-18PC#4,62.64322667,N,-3.8517705,W,01.LG03.06.02,POINT(-3.8517705 62.64322667),,,,812.7,2011,02.05.2011,Paleo-CIRCUS,Piston Core,Long Core,1018,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F1547,North Faroe(old ENAM20),JM11-FI-17PC#4 300-435 Top,62.64322667,N,-3.8517705,W,01.LG03.06.01,POINT(-3.8517705 62.64322667),,,,812.7,2011,02.05.2011,Paleo-CIRCUS,Piston Core,Long Core,1018,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F2667,North Faroe,JM11-FI-019-PC #5 work,62.81629817,N,-3.867266833,W,01.LG03.13.05,POINT(-3.867266833 62.81629817),,,,1179,2011,02.05.2011,Paleo-CIRCUS,Piston Core,Long core,1124,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,https://dx.doi.org/10.1002/2016GC006325; https://dx.doi.org/10.1038/ncomms12247; https://doi.org/10.1016/j.quascirev.2014.04.031; https://doi.org/10.1130/G35579.1; https://dx.doi.org/10.1144/SP398.3; https://dx.doi.org/10.1038/NCOMMS14498; https://dx.doi.org/10.1002/2016PA003053; https://dx.doi.org/10.1002/2015GC006073,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
F2631,North Faroe,JM11-FI-019-PC #5 archive,62.81629817,N,-3.867266833,W,01.LG03.13.05,POINT(-3.867266833 62.81629817),,,,1179,2011,02.05.2011,Paleo-CIRCUS,Piston Core,Long core,1124,,,,JM110426,"Rasmussen, Tine",,IG,,,,,,https://dx.doi.org/10.1002/2016GC006325; https://dx.doi.org/10.1038/ncomms12247; https://doi.org/10.1016/j.quascirev.2014.04.031; https://doi.org/10.1130/G35579.1; https://dx.doi.org/10.1144/SP398.3; https://dx.doi.org/10.1038/NCOMMS14498; https://dx.doi.org/10.1002/2016PA003053; https://dx.doi.org/10.1002/2015GC006073,\\ad.uit.no/ntfak\igdata\NAS\igdata\Report\2011\JM110426,,,Floyalager
N0119,Off Scorebysund (Greenland Sea),HH13 091 PC #9 767-867,70.062718,N,-17.769286,W,01.07.14.06,POINT(-17.769286 70.062718),,,,1619.62,2013,30.06.2013,OAFS and Paleo-CIRCUS,Piston Core,Unopened,,,,,CAGE_13_OA_PaleoCIRCUS,"Rasmussen, Tine",,CAGE,,,,,,,https://doi.org/10.7557/cage.6842,,,Floyalager
N0120,Off Scorebysund (Greenland Sea),HH13 091 PC #10 867-940,70.062718,N,-17.769286,W,01.07.14.03,POINT(-17.769286 70.062718),,,,1619.62,2013,30.06.2013,OAFS and Paleo-CIRCUS,Piston Core,Unopened,,,,,CAGE_13_OA_PaleoCIRCUS,"Rasmussen, Tine",,CAGE,,,,,,,https://doi.org/10.7557/cage.6842,,,Floyalager
F6148,Off Scorebysund (Greenland Sea),HH13-089-GC #4 300-400 archive,70.082587,N,-17.748513,W,02.08.13.03,POINT(-17.748513 70.082587),,,,1615.61,2013,30.06.2013,OAFS and Paleo-CIRCUS,Gravity Core,Dtube,,,,,CAGE_13_OA_PaleoCIRCUS,"Rasmussen, Tine",,CAGE,,,,,,https://dx.doi.org/10.1111/bor.12340,https://doi.org/10.7557/cage.6842,,,Floyalager
F6156,Off Scorebysund (Greenland Sea),HH13-089-GC #2 100-200 archive,70.082587,N,-17.748513,W,02.08.13.08,POINT(-17.748513 70.082587),,,,1615.61,2013,30.06.2013,OAFS and Paleo-CIRCUS,Gravity Core,Dtube,,,,,CAGE_13_OA_PaleoCIRCUS,"Rasmussen, Tine",,CAGE,,,,,,https://dx.doi.org/10.1111/bor.12340,https://doi.org/10.7557/cage.6842,,,Floyalager
F4682b,Off Scorebysund (Greenland Sea),HH13 GC 093 #3 200-300 work,70.835703,N,-17.048711,W,02.10.05.02,POINT(-17.048711 70.835703),,,,1607.01,2013,01.07.2013,OAFS and Paleo-CIRCUS,Gravity Core,Dtube,,,,,CAGE_13_OA_PaleoCIRCUS,"Rasmussen, Tine",,CAGE,,,,,,https://dx.doi.org/10.1111/bor.12340,https://doi.org/10.7557/cage.6842,,,Floyalager
F4681b,Off Scorebysund (Greenland Sea),HH13 GC 093 #2 100-200 work,70.835703,N,-17.048711,W,02.10.07.02,POINT(-17.048711 70.835703),,,,1607.01,2013,01.07.2013,OAFS and Paleo-CIRCUS,Gravity Core,Dtube,,,,,CAGE_13_OA_PaleoCIRCUS,"Rasmussen, Tine",,CAGE,,,,,,https://dx.doi.org/10.1111/bor.12340,https://doi.org/10.7557/cage.6842,,,Floyalager
F4680b,Off Scorebysund (Greenland Sea),HH13 GC 093 #1 0-100 work,70.835703,N,-17.048711,W,02.10.07.06,POINT(-17.048711 70.835703),,,,1607.01,2013,01.07.2013,OAFS and Paleo-CIRCUS,Gravity Core,Dtube,,,,,CAGE_13_OA_PaleoCIRCUS,"Rasmussen, Tine",,CAGE,,,,,,https://dx.doi.org/10.1111/bor.12340,https://doi.org/10.7557/cage.6842,,,Floyalager
F4683b,Off Scorebysund (Greenland Sea),HH13 GC 093 #4 300-400 work,70.835703,N,-17.048711,W,02.10.05.03,POINT(-17.048711 70.835703),,,,1607.01,2013,01.07.2013,OAFS and Paleo-CIRCUS,Gravity Core,Dtube,,,,,CAGE_13_OA_PaleoCIRCUS,"Rasmussen, Tine",,CAGE,,,,,,https://dx.doi.org/10.1111/bor.12340,https://doi.org/10.7557/cage.6842,,,Floyalager
F4684a,Off Scorebysund (Greenland Sea),HH13 GC 093 #5 400-459 archive,70.835703,N,-17.048711,W,02.10.05.04,POINT(-17.048711 70.835703),,,,1607.01,2013,01.07.2013,OAFS and Paleo-CIRCUS,Gravity Core,Dtube,,,,,CAGE_13_OA_PaleoCIRCUS,"Rasmussen, Tine",,CAGE,,,,,,https://dx.doi.org/10.1111/bor.12340,https://doi.org/10.7557/cage.6842,,,Floyalager
F7446,Modgunn Arch,CAGE20-4-HH-392-GC #1 0-100,65.359343,N,3.051638,E,01.30.06.06,POINT(3.051638 65.359343),,,,1700,2020,08.08.2020,"CAGE, CEED",Gravity Core,Unopened,487,,,,CAGE20-4,"Bünz, Stefan",,CAGE,,,,,,,https://doi.org/10.7557/cage.6752,,,Floyalager
F7447,Modgunn Arch,CAGE20-4-HH-392-GC #2 100-200,65.359343,N,3.051638,E,01.30.06.07,POINT(3.051638 65.359343),,,,1700,2020,08.08.2020,"CAGE, CEED",Gravity Core,Unopened,487,,,,CAGE20-4,"Bünz, Stefan",,CAGE,,,,,,,https://doi.org/10.7557/cage.6752,,,Floyalager
F7448,Modgunn Arch,CAGE20-4-HH-392-GC #3 200-300,65.359343,N,3.051638,E,01.30.06.08,POINT(3.051638 65.359343),,,,1700,2020,08.08.2020,"CAGE, CEED",Gravity Core,Unopened,487,,,,CAGE20-4,"Bünz, Stefan",,CAGE,,,,,,,https://doi.org/10.7557/cage.6752,,,Floyalager
F7449,Modgunn Arch,CAGE20-4-HH-392-GC #4 300-400,65.359343,N,3.051638,E,01.30.06.09,POINT(3.051638 65.359343),,,,1700,2020,08.08.2020,"CAGE, CEED",Gravity Core,Unopened,487,,,,CAGE20-4,"Bünz, Stefan",,CAGE,,,,,,,https://doi.org/10.7557/cage.6752,,,Floyalager
F7451,Modgunn Arch,CAGE20-4-HH-392-GC #5 400-487,65.359343,N,3.051638,E,01.30.07.02,POINT(3.051638 65.359343),,,,1700,2020,08.08.2020,"CAGE, CEED",Gravity Core,Unopened,487,,,,CAGE20-4,"Bünz, Stefan",,CAGE,,,,,,,https://doi.org/10.7557/cage.6752,,,Floyalager
